Date,Open,High,Low,Close,Adj Close,Volume
8/30/2016,166.059998,167.199997,165.029999,166.149994,158.025986,855800
8/31/2016,165.919998,165.919998,163.509995,164.050003,156.028687,1247900
9/1/2016,163.869995,165.130005,163.869995,164.800003,156.742035,622700
9/2/2016,166.119995,167.889999,165.679993,167,158.834427,545900
9/6/2016,167,167.490005,166.300003,166.850006,158.691788,790100
9/7/2016,166.229996,167,164.839996,165.990005,157.87381,744000
9/8/2016,166,166.419998,164.119995,165.550003,157.455322,1073800
9/9/2016,164.339996,165.210007,162.350006,162.350006,154.411819,1282400
9/12/2016,162.350006,165.050003,162.350006,164.869995,156.808594,1013800
9/13/2016,164.600006,164.860001,160.509995,161.309998,153.422653,1545200
9/14/2016,161.809998,163.149994,161.389999,162.619995,154.668564,822300
9/15/2016,163,166.940002,163,166.470001,158.330368,1355300
9/16/2016,165.149994,165.990005,162.520004,164.610001,156.561279,1744900
9/19/2016,164.639999,165.350006,162.240005,162.679993,154.725647,1320600
9/20/2016,163.770004,164.169998,162.850006,162.850006,154.88736,794200
9/21/2016,164.149994,165.990005,163.229996,165.789993,157.683594,1050000
9/22/2016,166.130005,167.029999,165.509995,166.020004,157.902359,1063700
9/23/2016,165.759995,167.320007,165.039993,166.630005,158.482529,711400
9/26/2016,166,166.910004,165.509995,165.580002,157.483917,911900
9/27/2016,165.690002,166.919998,165.080002,165.960007,157.845291,978000
9/28/2016,164.809998,165.779999,163.130005,165.300003,157.217545,982200
9/29/2016,164.880005,164.960007,163.100006,163.669998,155.667236,1001700
9/30/2016,164.690002,168.679993,163.119995,166.490005,158.349411,1659700
10/3/2016,166.449997,166.460007,164.789993,165.509995,157.417267,1240400
10/4/2016,165.830002,166.880005,165.100006,165.850006,157.740692,1502400
10/5/2016,172.929993,173.550003,167.880005,168.600006,160.356186,4498600
10/6/2016,169,171.770004,168.220001,171.029999,162.667343,2157700
10/7/2016,171.550003,171.929993,167.699997,168.839996,160.584442,1751000
10/10/2016,169.800003,171.820007,169.800003,171.240005,162.867111,1309100
10/11/2016,171.059998,171.160004,168.240005,169.710007,161.411911,1200000
10/12/2016,169.710007,170.949997,169.270004,170,161.687759,849500
10/13/2016,169.039993,169.610001,168.279999,168.940002,160.679581,993300
10/14/2016,169.270004,169.929993,168.389999,169.460007,161.174194,890900
10/17/2016,170,170.399994,166.690002,167.130005,158.958084,1516500
10/18/2016,167.889999,168.649994,167.160004,167.199997,159.024673,689000
10/19/2016,167.300003,167.830002,166.130005,167.350006,159.167343,991900
10/20/2016,168.160004,168.160004,166.449997,166.970001,158.805923,1079700
10/21/2016,167.490005,167.529999,165.589996,167.410004,159.22438,951300
10/24/2016,168.050003,170.100006,167.830002,169.570007,161.278793,1039100
10/25/2016,169.070007,169.089996,167.970001,168.139999,159.918716,834900
10/26/2016,167.789993,167.990005,166.039993,166.509995,158.368378,854000
10/27/2016,167.130005,167.589996,165.600006,165.630005,157.531418,585800
10/28/2016,165.729996,167.619995,165.339996,166.020004,157.902359,2021000
10/31/2016,166.610001,168.5,166.169998,167.119995,158.948578,931400
11/1/2016,166.899994,167.699997,162.869995,163.449997,155.458023,1566900
11/2/2016,163.380005,164.419998,163.220001,163.699997,155.695816,1363800
11/3/2016,164.130005,164.130005,159.649994,160.070007,152.243271,1781400
11/4/2016,159.669998,161.020004,157.910004,159.589996,152.167038,1634300
11/7/2016,162.339996,166.020004,161.720001,165.929993,158.212128,1937300
11/8/2016,165.559998,167.860001,164.960007,166.550003,158.803268,1465800
11/9/2016,152.839996,157.369995,150.789993,153.910004,146.75119,7633900
11/10/2016,154.179993,155.149994,146.899994,152.869995,145.759552,5944700
11/11/2016,151.020004,153.050003,149.570007,152.389999,145.30191,2771200
11/14/2016,151.800003,153,147.440002,147.940002,141.058884,3434900
11/15/2016,148.600006,153.860001,148.190002,152.429993,145.340073,3453100
11/16/2016,151.690002,154.75,151.690002,153.339996,146.207718,2000900
11/17/2016,154.029999,155.25,153.449997,154.800003,147.599792,1517500
11/18/2016,154.740005,155.740005,154.050003,155.160004,147.943069,1875600
11/21/2016,155.160004,158,155.160004,157.389999,150.069351,1742200
11/22/2016,157.75,158.190002,155.220001,156.509995,149.23027,1430400
11/23/2016,156.169998,156.960007,153.940002,154.570007,147.380524,1297900
11/25/2016,154.550003,156.520004,154,156.419998,149.144455,594000
11/28/2016,155.990005,157.160004,155.910004,156.270004,149.00145,980900
11/29/2016,156.080002,156.970001,155.479996,155.800003,148.553314,1338200
11/30/2016,155.839996,155.910004,150.910004,151.139999,144.110062,3313700
12/1/2016,150.320007,150.850006,145.009995,145.339996,138.579803,3603600
12/2/2016,144.899994,148.639999,144,146.020004,139.22821,2641400
12/5/2016,146.179993,149.089996,146.179993,148.880005,141.955185,2010700
12/6/2016,148.5,149.520004,147.300003,147.979996,141.097015,1573300
12/7/2016,148.25,150.580002,147.610001,149.899994,142.927689,1650800
12/8/2016,148.660004,151.539993,148.529999,151.089996,144.062363,1262600
12/9/2016,150.970001,153.619995,150.970001,152.820007,145.711929,1575300
12/12/2016,152.830002,154.259995,152.580002,153.410004,146.274445,1097000
12/13/2016,153.820007,155.580002,153.5,155.210007,147.990753,1376200
12/14/2016,155.889999,157.589996,154.899994,155.589996,148.353073,1669300
12/15/2016,155,156.899994,154.820007,156.240005,148.972839,1225700
12/16/2016,156.910004,158.179993,156.660004,157.770004,150.431656,2441200
12/19/2016,157.720001,158.320007,156.619995,156.770004,149.478165,1580700
12/20/2016,156.699997,156.759995,150.160004,150.449997,143.452118,3201300
12/21/2016,151.550003,152.949997,150.199997,151.710007,144.653534,1274400
12/22/2016,150.25,150.669998,147.25,148.740005,141.821671,2416100
12/23/2016,149.300003,151.440002,149,150.789993,143.776306,1247300
12/27/2016,151,151.740005,150.580002,151.139999,144.110062,757400
12/28/2016,151.199997,152.580002,150.570007,152.389999,145.30191,1019800
12/29/2016,152.740005,153.919998,152.639999,153.740005,146.589111,947600
12/30/2016,153.679993,154.119995,152.880005,153.309998,146.179108,1145200
1/3/2017,155.009995,155.309998,153.309998,154.75,147.552139,1991400
1/4/2017,157.149994,158.350006,156.259995,157.990005,150.641418,2972300
1/5/2017,150.550003,151.350006,144,146.75,139.92424,10511800
1/6/2017,146.990005,150.070007,146.399994,149.440002,142.48912,4441900
1/9/2017,150,150.899994,149.100006,150.270004,143.280502,2129600
1/10/2017,150,150.270004,149.080002,149.240005,142.298431,2152800
1/11/2017,149,150.149994,148.419998,149,142.06958,1835800
1/12/2017,148.5,148.5,146.710007,147.529999,140.667953,1973700
1/13/2017,147.710007,149.690002,147.350006,149.279999,142.336563,1721700
1/17/2017,151.289993,156.75,151.289993,153.729996,146.579559,3708600
1/18/2017,153.649994,154.190002,150.339996,150.479996,143.480713,2263100
1/19/2017,150.929993,150.929993,149.080002,149.589996,142.632126,1560100
1/20/2017,149.539993,150.339996,148.320007,150.080002,143.09935,1973800
1/23/2017,150.100006,153.660004,150.050003,151.550003,144.500977,2470200
1/24/2017,151.289993,153.369995,150.589996,153.050003,145.931213,1899500
1/25/2017,153.380005,154.360001,152.699997,154.089996,146.922821,2177500
1/26/2017,153.779999,154.610001,149.800003,149.970001,142.994446,2790500
1/27/2017,149.100006,150,148,148.919998,141.993317,2712500
1/30/2017,149.360001,149.360001,146.990005,148.339996,141.440277,1566300
1/31/2017,148,150.050003,147.919998,149.759995,142.794189,1793900
2/1/2017,151.759995,151.929993,148.729996,149.850006,142.880081,1700800
2/2/2017,150.5,151.190002,149,149.270004,142.327011,1290500
2/3/2017,149.899994,150.179993,148.770004,149.070007,142.136307,1671500
2/6/2017,148.880005,150.119995,148.380005,149.770004,142.803787,940200
2/7/2017,150.199997,152.330002,150.199997,152,145.318161,1116500
2/8/2017,152.009995,154.820007,152.009995,154.580002,147.784744,2274900
2/9/2017,154.580002,156.429993,153.399994,155.729996,148.884155,2347500
2/10/2017,155.119995,155.910004,154.039993,155.449997,148.616486,1555600
2/13/2017,155.360001,155.820007,154.009995,155.490005,148.654709,1969200
2/14/2017,155.110001,156.699997,154.710007,155.889999,149.03714,1160200
